recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps,ingredients_clean,steps_clean
asem bandeng bening,1 bandeng uk besar potong bersihkan potong jadi 2--secukupnya air--bahan tumis:--4-6 sdm minyak goreng--5 bj bawang merah rajang--4 bj bawang putih rajang--2 cabai merah besar rajang--5 cabai rawit rajang--1 ruas jari lengkuas geprek--bahan pelengkap:--1/2 bngkus masako--1 sdt gula--1/2 sdt garam--2 bungkus asam jawa (500'an)--1 bj tomat potong dadu--bahan sayur :--1 bj jagung manis potong jdi 3--1 ikat kacang panjang potong korek api--,"1) rebus jagung manis terlebih dahulu, tumis bahan tumisan hingga matang, sisihkan, bila air sudah mendidih masukkan kacang panjang, dan bandengnya lalu masukkan bumbu yang sudah ditumis
2) masukkan bahan pelengkap, aduk"" ya lalu koreksi rasa, masak hingga semua matang
3) angkat dan sajikan.. selesai",14,https://cookpad.com/id/resep/4336050-asem-bandeng-bening,ikan,18,"bandeng potong bersihkan potong, air, tumis, minyak goreng, bj bawang merah rajang, bj bawang putih rajang, cabai merah rajang, cabai rawit rajang, lengkuas, pelengkap, bngkus masako, gula, garam, asam jawa an, bj tomat potong dadu, sayur, bj jagung manis potong jdi, kacang panjang potong korek api",3,"['1 bandeng uk besar potong bersihkan potong jadi 2', 'secukupnya air', '4-6 sdm minyak goreng', '5 bj bawang merah rajang', '4 bj bawang putih rajang', '2 cabai merah besar rajang', '5 cabai rawit rajang', '1 ruas jari lengkuas geprek', '1/2 bngkus masako', '1 sdt gula', '1/2 sdt garam', ""2 bungkus asam jawa (500'an)"", '1 bj tomat potong dadu', '1 bj jagung manis potong jdi 3', '1 ikat kacang panjang potong korek api']","['rebus jagung manis terlebih dahulu, tumis bahan tumisan hingga matang, sisihkan, bila air sudah mendidih masukkan kacang panjang, dan bandengnya lalu masukkan bumbu yang sudah ditumis', 'masukkan bahan pelengkap, aduk ya lalu koreksi rasa, masak hingga semua matang', 'angkat dan sajikan selesai']"
ayam asam manis,bahan ayam:--1/2 ekor ayam--tepung bumbu--1 sdm tepung maizena--air--bahan saus:--1 buah bawang bombay (potong 8 bagian)--2 siung bawang putih rajang--1 buah wortel potong korek api--1 buah cabai merah (potong kotak buang bigi nya)--4 sdm saus tomat--garam--gula--penyedap--lada--1 sdm tepung maizena (larutkan)--,"1) bersihkan ayam marinage dengan garam, gula, lada, garlic powder dan jeruk nipis
2) campurkan bahan tepung beri air lalu celupkan ayam nya lalu balur dengan tepung kering, goreng ayam hingga kecoklatan sisihkan
3) tumis bawang putih dan bombay hingga harum llu masukan wortel aduk rata dan beri air secukupnya, masukkan saus tomat, garam, penyedap,gula, lada secukupnya masak hingga mendidih masukkan cabai dan larutan tepung maizena, aduk cepat hingga rata
4) terakhir masukkan ayam aduk rata dengan api kecil
5) tata di piring, ayam asam manis pun siap dihidangkan",21,https://cookpad.com/id/resep/4423867-ayam-asam-manis,ayam,16,"ayam, ayam, tepung bumbu, tepung maizena, air, saus, bawang bombay potong, bawang putih rajang, wortel potong korek api, cabai merah potong kotak buang bigi nya, saus tomat, garam, gula, penyedap, lada, tepung maizena larutkan",5,"['1/2 ekor ayam', 'tepung bumbu', '1 sdm tepung maizena', 'air', '1 buah bawang bombay (potong 8 bagian)', '2 siung bawang putih rajang', '1 buah wortel potong korek api', '1 buah cabai merah (potong kotak buang bigi nya)', '4 sdm saus tomat', 'garam', 'gula', 'penyedap', 'lada', '1 sdm tepung maizena (larutkan)']","['bersihkan ayam marinage dengan garam, gula, lada, garlic powder dan jeruk nipis', 'campurkan bahan tepung beri air lalu celupkan ayam nya lalu balur dengan tepung kering, goreng ayam hingga kecoklatan sisihkan', 'tumis bawang putih dan bombay hingga harum llu masukan wortel aduk rata dan beri air secukupnya, masukkan saus tomat, garam, penyedap,gula, lada secukupnya masak hingga mendidih masukkan cabai dan larutan tepung maizena, aduk cepat hingga rata', 'terakhir masukkan ayam aduk rata dengan api kecil', 'tata di piring, ayam asam manis pun siap dihidangkan']"
ayam bakar madu,500 gr ayam--bumbu ungkep :--3 siung bawang putih geprek cacah halus--1 sdm kecap manis tropicana slim--1 sdt kecap asin--1 sdm saus tiram--1 sdm madu--1 sdm saus sambal--1 sdm saus tomat--200 ml air--1 sdm margarin--,"1) cuci bersih ayam lalu ungkep dengan bumbu ungkep kecuali margarin sampai air menyusut
2) panaskan teflon dengan api kecil lalu olesi margarin
3) lalu panggang ayam d bolak balik sampai kecoklatan n wrnnya cantik
4) happy diner d temani sambal terasi...nom nom",16,https://cookpad.com/id/resep/4337240-ayam-bakar-madu-diner-debm,ayam,11,"ayam, bumbu ungkep, bawang putih geprek cacah halus, kecap manis tropicana slim, kecap asin, saus tiram, madu, saus sambal, saus tomat, air, margarin",4,"['500 gr ayam', '3 siung bawang putih geprek cacah halus', '1 sdm kecap manis tropicana slim', '1 sdt kecap asin', '1 sdm saus tiram', '1 sdm madu', '1 sdm saus sambal', '1 sdm saus tomat', '200 ml air', '1 sdm margarin']","['cuci bersih ayam lalu ungkep dengan bumbu ungkep kecuali margarin sampai air menyusut', 'panaskan teflon dengan api kecil lalu olesi margarin', 'lalu panggang ayam d bolak balik sampai kecoklatan n wrnnya cantik', 'happy diner d temani sambal terasi', 'nom nom']"
ayam bakar manis,1 ekor ayam--2 batang daun sereh (memarkan)--500 ml air kelapa--secukupnya kecap manis (untuk olesan)--bumbu ungkep :--4 siung bawang merah--4 siung bawang putih--1 buah cabai merah--1/2 sdt ketumbar--2 buah kemiri--1 sdm kecap manis--1 sdt garam--1 sdm penyedap rasa--,"1) cuci dan potong ayam menjadi 12 bagian.
2) haluskan bumbu ungkep (disarankan menggunakan blender agar halus sempurna)
3) campurkan ayam, bumbu ungkep, daun sereh dan air kelapa dalam panci. aduk rata.
4) ungkep sampai bumbu meresap dan air menyusut selama kurang lebih 20 menit. tiriskan.
5) bakar ayam di atas wajan sambil dioles kecap manis sesuai selera. jangan lupa dibolak-balik agar matang sempurna.
6) ayam bakar manis siap disajikan. selamat mencoba",13,https://cookpad.com/id/resep/4348393-ayam-bakar-manis,ayam,13,"ayam, batang daun serai memarkan, air kelapa, kecap manis olesan, bumbu ungkep, bawang merah, bawang putih, cabai merah, ketumbar, kemiri, kecap manis, garam, penyedap",6,"['1 ekor ayam', '2 batang daun sereh (memarkan)', '500 ml air kelapa', 'secukupnya kecap manis (untuk olesan)', '4 siung bawang merah', '4 siung bawang putih', '1 buah cabai merah', '1/2 sdt ketumbar', '2 buah kemiri', '1 sdm kecap manis', '1 sdt garam', '1 sdm penyedap rasa']","['cuci dan potong ayam menjadi 12 bagian', 'haluskan bumbu ungkep (disarankan menggunakan blender agar halus sempurna)', 'campurkan ayam, bumbu ungkep, daun sereh dan air kelapa dalam panci', 'aduk rata', 'ungkep sampai bumbu meresap dan air menyusut selama kurang lebih 20 menit', 'tiriskan', 'bakar ayam di atas wajan sambil dioles kecap manis sesuai selera', 'jangan lupa dibolak-balik agar matang sempurna', 'ayam bakar manis siap disajikan', 'selamat mencoba']"
ayam bakar padang,10 potong ayam yang udh dcuci--bumbu halus :--1 ruas kunyit--3 btr kemiri--1 ruas jahe--8 buah cabai merah kriting--20 buah cabai rawit--10 siung bawang merah--8 siung bawang putih--1 sdt ketumbar--bumbu cemplung :--1 tngkai serai geprek--1 uk jempol lengkuas geprek--2 lembar daun salam--4 lembar daun jeruk--1 lembar daun kunyit--1-2 bks santan kara uk kecil--secukupnya garam + gula--secukupnya lada + kaldu bubuk (optional)--secukupnya air--,"1) balur ayam dengan perasan air jeruk nipis+garam,spy tak bau amis. diamkan kiraÂ² 30mnit pling lama
2) tumis bumbu halus hingga keluar aroma wangi'y, kemudian masukkan bumbu cemplung. adukÂ².jikao agk kering kasi air sckup'y biar bumbu tak gosong
3) masukkan santan+air dri kocokan bungkus sisa santan biar tak mubazir yess .lalu bubuhi dengan garam+gula+kaldububuk. cek rasa sampai drasa paz
4) kemudian masukkan ayam. adukÂ² sampai bumbu meresap n santan'y agk susut
5) lalu bakar.. me:bakar'y dteflon biar praktis .paz ngebakar ayam'y sesekali dkasi olesan bumbu yess
6) done.. ayam bakar padang'y udh jadiii",44,https://cookpad.com/id/resep/4337464-ayam-bakar-padang,ayam,20,"potong ayam udh dcuci, bumbu halus, kunyit, kemiri, jahe, cabai merah kriting, cabai rawit, bawang merah, bawang putih, ketumbar, bumbu cemplung, tngkai serai, jempol lengkuas, daun salam, daun jeruk, daun kunyit, santan kara, garam + gula, lada + kaldu bubuk, air",6,"['10 potong ayam yang udh dcuci', '1 ruas kunyit', '3 btr kemiri', '1 ruas jahe', '8 buah cabai merah kriting', '20 buah cabai rawit', '10 siung bawang merah', '8 siung bawang putih', '1 sdt ketumbar', '1 tngkai serai geprek', '1 uk jempol lengkuas geprek', '2 lembar daun salam', '4 lembar daun jeruk', '1 lembar daun kunyit', '1-2 bks santan kara uk kecil', 'secukupnya garam + gula', 'secukupnya lada + kaldu bubuk (optional)', 'secukupnya air']","['balur ayam dengan perasan air jeruk nipis+garam,spy tak bau amis', 'diamkan kiraÂ² 30mnit pling lama', tumis bumbu halus hingga keluar aroma wangi'y, kemudian masukkan bumbu cemplung', 'adukÂ²', 'jikao agk kering kasi air sckup'y biar bumbu tak gosong, 'masukkan santan+air dri kocokan bungkus sisa santan biar tak mubazir yess ', 'lalu bubuhi dengan garam+gula+kaldububuk', 'cek rasa sampai drasa paz', kemudian masukkan ayam', 'adukÂ² sampai bumbu meresap n santan'y agk susut, lalu bakar me:bakar'y dteflon biar praktis ', 'paz ngebakar ayam'y sesekali dkasi olesan bumbu yess, done ayam bakar padang'y udh jadiii]"
ayam bakar pedas manis,4 potong paha ayam--1 sdm ketumbar halus--1 gelas santan kental--1 gelas air--1 sdm gula aren--1 sdm air asam jawa--10 sdm kecap manis--1 sdt garam halus--bumbu halus :--8 buah bawang merah--5 siung bawang putih--3 buah kemiri bakar--15 buah cabai merah--,"1) bersihkan ayam, lumuri dengan bumbu halus. diamkan sekitar 15-20 menit
2) panaskan sedikit minyak goreng, masukkan ayam.
3) setelah aroma bumbu keluar, tambahkan bahan lainnya kecuali santan.
4) apabila ayam sudah mulai empuk, tambahkan santan. masak sampai mengental. matikan api.
5) ayam siap dibakar",19,https://cookpad.com/id/resep/4335621-ayam-bakar-pedas-manis,ayam,13,"potong paha ayam, biji ketumbar, santan kental, air, gula aren, asam jawa, kecap manis, garam halus, bumbu halus, bawang merah, bawang putih, kemiri bakar, cabai merah",5,"['4 potong paha ayam', '1 sdm ketumbar halus', '1 gelas santan kental', '1 gelas air', '1 sdm gula aren', '1 sdm air asam jawa', '10 sdm kecap manis', '1 sdt garam halus', '8 buah bawang merah', '5 siung bawang putih', '3 buah kemiri bakar', '15 buah cabai merah']","['bersihkan ayam, lumuri dengan bumbu halus', 'diamkan sekitar 15-20 menit', 'panaskan sedikit minyak goreng, masukkan ayam', 'setelah aroma bumbu keluar, tambahkan bahan lainnya kecuali santan', 'apabila ayam sudah mulai empuk, tambahkan santan', 'masak sampai mengental', 'matikan api', 'ayam siap dibakar']"
ayam bakar solo,"1 ekor ayam kampung, potong jadi 4--2 sdm kecap manis--1 sdm gula merah, sisir--air kelapa untuk ungkep ayam--bahan yang dihaluskan:--8 butir bawang merah--6 siung bawang putih--2 butir kemiri, sangrai--seruas kunyit--secukupnya garam--","1) balur bumbu yang sudah dihaluskan ke ayam yang sudah dipotong. remas2 sebentar. diamkan selama 20 menit.
2) tambahkan air kelapa, gula merah, kecap manis dan garam. ungkep ayam.
3) masak ayam sampai empuk dan bumbu mengental.
4) ayam siap dipanggang/dibakar.",23,https://cookpad.com/id/resep/4351091-ayam-bakar-solo,ayam,10,"ayam kampung, potong, kecap manis, gula merah, sisir, air kelapa ungkep ayam, dihaluskan, bawang merah, bawang putih, kemiri, sangrai, kunyit, garam",4,"['1 ekor ayam kampung, potong jadi 4', '2 sdm kecap manis', '1 sdm gula merah, sisir', 'air kelapa untuk ungkep ayam', '8 butir bawang merah', '6 siung bawang putih', '2 butir kemiri, sangrai', 'seruas kunyit', 'secukupnya garam']","['balur bumbu yang sudah dihaluskan ke ayam yang sudah dipotong', 'remas2 sebentar', 'diamkan selama 20 menit', 'tambahkan air kelapa, gula merah, kecap manis dan garam', 'ungkep ayam', 'masak ayam sampai empuk dan bumbu mengental', 'ayam siap dipanggang/dibakar', '']"
ayam bakar taliwang,"500 g ayam, potong sesuai selera--1 sdm kecap manis--1 sdt gula merah, sisir halus--secukupnya garam, gula pasir, air--secukupnya minyak untuk menumis--bahan yang dihaluskan:--7 siung bawang merah--3 siung bawang putih--7 buah cabai rawit(me:skip)--7 buah cabai keriting(me: cabai merah besar 3 buah)--1 ruas kencur--1/2 sdt rebon/terasi udang--","1) tumis bumbu halus hingga wangi.
2) masukkan ayam sampai berubah warna.
3) tambahkan air, garam, gula merah dan gula pasir. aduk rata.
4) tunggu hingga air asat dan ayam empuk. tambahkan kecap manis dan koreksi rasa.
5) ayam siap dibakar bisa pakai teflon atau pembakaran. bakar di kedua sisi.
6) siap disajikan.",22,https://cookpad.com/id/resep/4292793-ayam-bakar-taliwang,ayam,12,"ayam, potong, kecap manis, gula merah, sisir halus, garam, gula pasir, air, minyak menumis, dihaluskan, bawang merah, bawang putih, cabai rawit me, cabai keriting me cabai merah, kencur, rebon terasi udang",7,"['500 g ayam, potong sesuai selera', '1 sdm kecap manis', '1 sdt gula merah, sisir halus', 'secukupnya garam, gula pasir, air', 'secukupnya minyak untuk menumis', '7 siung bawang merah', '3 siung bawang putih', '7 buah cabai rawit(skip)', '7 buah cabai keriting( cabai merah besar 3 buah)', '1 ruas kencur', '1/2 sdt rebon/terasi udang']","['tumis bumbu halus hingga wangi', 'masukkan ayam sampai berubah warna', 'tambahkan air, garam, gula merah dan gula pasir', 'aduk rata', 'tunggu hingga air asat dan ayam empuk', 'tambahkan kecap manis dan koreksi rasa', 'ayam siap dibakar bisa pakai teflon atau pembakaran', 'bakar di kedua sisi', 'siap disajikan', '']"
ayam bakar urap sayur,"ayam bakar sederhana--1/2 kg ayam, potong2, cuci bersih--bumbu ayam bakar (haluskan / blender jadi 1)--10 siung bawang merah--5 siung bawang putih--3 buah tomat--5 biji cabai merah keriting--secukupnya garam, gula, kecap--bahan sambal--30 biji cabau rawit, rebus--1 sdt terasi--urap2 sayur--selada air 1 ikat, siangi, rebus sampai matang--tauge, siangi, rebus sebentar--1/2 butir kelapa muda parut--bumbu urap (haluskan/blender)--3 siung bawang putih--5 cabai rawit--1 cabai merah--1 ruas jari kencur--1/4 sdt terasi--garam, gula--","1) masukkan ayam dengan bumbu ayam bakar yang sudah di haluskan ke wajan, tambahkan gula, garam & kecap
2) masak dengan api sedang, sesekali diaduk2, sampai bumbu kering & ayam matang (kurang lebih 30-40menit)
3) angkat ayam, biarkan sisa bumbunya di wajan.
4) sambal: tambahkan cabai rawit halus & terasi di sisa bumbu ayam, masak sebentar, matikan api.
5) bakar ayam sebentar saja, asal ada bekas bakarannya.
6) urap2 sayur : rebus sayuran (bisa sayur apa saja) tiriskan.
7) campur kelapa muda & bumbu halus, kukus 15menit.
8) penyelesaian : urap sayur yang sudah di tiriskan dengan bumbu kelapa. sajikan dengan ayam bakar & sambal. pakai nasi merah lebih nikmat
9) selamat mencoba",32,https://cookpad.com/id/resep/4398062-ayam-bakar-sederhana-urap2-sayur,ayam,22,"ayam bakar sederhana, ayam, potong, bumbu ayam bakar haluskan blender, bawang merah, bawang putih, tomat, biji cabai merah keriting, garam, gula, kecap, sambal, biji cabau rawit, rebus, terasi, urap sayur, selada air, siangi, rebus matang, tauge, siangi, rebus sebentar, kelapa muda parut, bumbu urap haluskan blender, bawang putih, cabai rawit, cabai merah, kencur, terasi, garam, gula",9,"['ayam bakar sederhana', '1/2 kg ayam, potong2, cuci bersih', 'bumbu ayam bakar (haluskan / blender jadi 1)', '10 siung bawang merah', '5 siung bawang putih', '3 buah tomat', '5 biji cabai merah keriting', 'secukupnya garam, gula, kecap', 'bahan sambal', '30 biji cabau rawit, rebus', '1 sdt terasi', 'urap2 sayur', 'selada air 1 ikat, siangi, rebus sampai matang', 'tauge, siangi, rebus sebentar', '1/2 butir kelapa muda parut', 'bumbu urap (haluskan/blender)', '3 siung bawang putih', '5 cabai rawit', '1 cabai merah', '1 ruas jari kencur', '1/4 sdt terasi', 'garam, gula']","['masukkan ayam dengan bumbu ayam bakar yang sudah di haluskan ke wajan, tambahkan gula, garam dan kecap', 'masak dengan api sedang, sesekali diaduk2, sampai bumbu kering dan ayam matang (kurang lebih 30-40menit)', 'angkat ayam, biarkan sisa bumbunya di wajan', 'sambal: tambahkan cabai rawit halus dan terasi di sisa bumbu ayam, masak sebentar, matikan api', 'bakar ayam sebentar saja, asal ada bekas bakarannya', 'urap2 sayur : rebus sayuran (bisa sayur apa saja) tiriskan', 'campur kelapa muda dan bumbu halus, kukus 15menit', 'penyelesaian : urap sayur yang sudah di tiriskan dengan bumbu kelapa', 'sajikan dengan ayam bakar dan sambal', 'pakai nasi merah lebih nikmat', 'selamat mencoba']"
ayam balado,6 potong ayam--1/2 ons cabai merah--5 butir bawang merah--1 buah tomat merah--secukupnya garam--,"1) rebus ayam dan garam sebentar, lalu goreng kering
2) ulek dengan ulekan ya cien...cabai,bawang merah, tomat,garam kasar saja, atau pecah pecah
3) tumis dalam minyak panas yang cukup byk, atau sambal menggenang khas restoran padang
4) setelah harum masukkan ayam, aduk sebentar....siap di sajikan",45,https://cookpad.com/id/resep/4456862-ayam-balado,ayam,5,"potong ayam, cabai merah, bawang merah, tomat merah, garam",5,"['6 potong ayam', '1/2 ons cabai merah', '5 butir bawang merah', '1 buah tomat merah', 'secukupnya garam']","['rebus ayam dan garam sebentar, lalu goreng kering', 'ulek dengan ulekan ya cien', 'cabai,bawang merah, tomat,garam kasar saja, atau pecah pecah', 'tumis dalam minyak panas yang cukup byk, atau sambal menggenang khas restoran padang', 'setelah harum masukkan ayam, aduk sebentarsiap di sajikan']"
ayam betutu,1 ekor ayam kampung--5 siung bawang putih--10 siung bawang merah--1 ruas jari kunyit--1 ruas jari jahe--1 ruas jari lengkuas--1 ruas jari kencur--1 sdt terasi--3 batang sereh--1 sdm ketumbar bubuk--1/2 sdt merica bubuk--20 biji cabai rawit--5 lembar daun salam--1 sdm gula pasir--1 sdt garam--secukupnya penyedap rasa--1 lt air bersih--3 sdm minyak goreng--,"1) haluskan bawang putih, kunyit, jahe, lengkuas, kencur, ketumbar, merica, terasi, dan 3-5 biji cabai rawit (sisanya diutuhkan saja). lalu dilanjutkan dengan mengulek kasar bawang merah dan sereh yang sudah dirajang halus
2) panaskan minyak, tumis bumbu beserta daun salam dan sisa cabai rawit. masak hingga bumbu matang dan tidak berbau langu
3) tambahkan air, setelah mendidih masukkan ayam. tambahkan gula, garam, penyedap rasa. masak dengan api kecil hingga ayam empuk dan bumbu meresap
4) ayam betutu siap disajikan",60,https://cookpad.com/id/resep/4353483-ayam-betutu,ayam,18,"ayam kampung, bawang putih, bawang merah, kunyit, jahe, lengkuas, kencur, terasi, serai, biji ketumbar, merica bubuk, biji cabai rawit, daun salam, gula pasir, garam, penyedap, air, minyak goreng",4,"['1 ekor ayam kampung', '5 siung bawang putih', '10 siung bawang merah', '1 ruas jari kunyit', '1 ruas jari jahe', '1 ruas jari lengkuas', '1 ruas jari kencur', '1 sdt terasi', '3 batang sereh', '1 sdm ketumbar bubuk', '1/2 sdt merica bubuk', '20 biji cabai rawit', '5 lembar daun salam', '1 sdm gula pasir', '1 sdt garam', 'secukupnya penyedap rasa', '1 lt air bersih', '3 sdm minyak goreng']","['haluskan bawang putih, kunyit, jahe, lengkuas, kencur, ketumbar, merica, terasi, dan 3-5 biji cabai rawit (sisanya diutuhkan saja)', 'lalu dilanjutkan dengan mengulek kasar bawang merah dan sereh yang sudah dirajang halus', 'panaskan minyak, tumis bumbu beserta daun salam dan sisa cabai rawit', 'masak hingga bumbu matang dan tidak berbau langu', 'tambahkan air, setelah mendidih masukkan ayam', 'tambahkan gula, garam, penyedap rasa', 'masak dengan api kecil hingga ayam empuk dan bumbu meresap', 'ayam betutu siap disajikan']"
